Incident ID,Incident Date,State,City Or County,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,County,FIPS,Population_per_state_2023,Population_per_county_2023
2851531,2024-03-12,Missouri,Riverside,Park Hill South High School,0,0,0,0,1,PLATTE,29165,6196156,111940.0
2851386,2024-03-12,Ohio,Cincinnati,Winton Woods High School,0,0,0,0,1,HAMILTON,39061,11785935,827058.0
2852418,2024-03-12,Georgia,Grovetown,Grovetown High School,0,0,0,0,0,COLUMBIA,13073,11029227,165162.0
2853929,2024-03-12,New Mexico,Albuquerque,,0,0,0,0,1,BERNALILLO,35001,2114371,671586.0
2865749,2024-03-12,Georgia,Cumming,West Forsyth High School,0,0,0,0,1,FORSYTH,13117,11029227,272887.0
2856620,2024-03-11,Arkansas,Sulphur Rock,Sulphur Rock Elementary and Preschool,0,0,0,0,0,INDEPENDENCE,05063,3067732,38320.0
2850326,2024-03-11,North Carolina,Charlotte (Mint Hill),Rocky River High School,0,0,0,0,0,MECKLENBURG,37119,10835491,1163701.0
2850638,2024-03-11,Massachusetts,Springfield,Springfield High School of Science & Technology,0,0,0,0,1,HAMPDEN,25013,7001399,460291.0
2883908,2024-03-10,Texas,Beaumont,Lamar University / Gentry Hall,0,0,0,0,1,JEFFERSON,48245,30503301,251496.0
2849040,2024-03-08,Georgia,Lawrenceville,Discovery High School,0,0,0,0,1,GWINNETT,13135,11029227,983526.0
2852735,2024-03-07,New York,Liberty,Liberty High School,0,0,0,0,1,SULLIVAN,36105,19571216,79920.0
2847896,2024-03-07,Arizona,Phoenix,Maricopa Community College,0,0,1,0,0,MARICOPA,04013,7431344,4585871.0
2847657,2024-03-07,Tennessee,Chattanooga,The Howard School,0,0,0,0,1,HAMILTON,47065,7126489,379864.0
2847448,2024-03-07,New York,Brooklyn,P.S. 158 — The Warwick Community School,0,0,0,0,0,KINGS,36047,19571216,2561225.0
2849371,2024-03-07,Kentucky,Lexington,Lafayette Senior High School,0,0,0,0,0,FAYETTE,21067,4526154,320154.0
2847981,2024-03-07,Wisconsin,Milwaukee,Morse Middle School,0,0,0,0,1,MILWAUKEE,55079,5910955,916205.0
2846687,2024-03-06,Virginia,Franklin,S.P. Morton Elementary School,0,0,0,0,0,FRANKLIN CITY,51620,8715698,8339.0
2855707,2024-03-06,Washington,Yelm,Ridgeline Middle School,0,0,0,0,1,THURSTON,53067,7812880,299003.0
2847400,2024-03-06,Maryland,Waldorf,St. Charles High School,0,0,0,0,0,CHARLES,24017,6180253,171973.0
2846148,2024-03-05,Pennsylvania,Philadelphia,New Barber's Hall,0,1,0,0,0,PHILADELPHIA,42101,12961683,1550542.0
2850648,2024-03-05,Washington,Kennewick,Kennewick High School,0,0,0,0,1,BENTON,53005,7812880,215219.0
2845811,2024-03-05,Indiana,Fishers,Hoosier Road Elementary School,0,0,0,0,1,HAMILTON,18057,6862199,371645.0
2845888,2024-03-05,Indiana,Indianapolis (Lawrence),Harrison Hill Elementary School,0,1,0,0,1,MARION,18097,6862199,968460.0
2846071,2024-03-04,Oklahoma,Tishomingo,Murray State College Firing Range,0,1,0,0,0,JOHNSTON,40069,4053824,10216.0
2845060,2024-03-04,Tennessee,Brighton,Brighton High School,0,0,0,0,1,TIPTON,47167,7126489,62015.0
2846853,2024-03-04,Texas,Corpus Christi,Roy Miller High School,0,0,0,0,2,NUECES,48355,30503301,352289.0
2844808,2024-03-04,South Carolina,Hartsville,Coker University,0,0,0,0,1,DARLINGTON,45031,5373555,62416.0
2845631,2024-03-04,North Carolina,Winston Salem (Winston-salem),Oak Grove High School,0,0,0,0,0,FORSYTH,37067,10835491,392921.0
2843300,2024-03-02,Indiana,Rochester,Rochester High School,0,0,0,0,1,FULTON,18049,6862199,20358.0
2843527,2024-03-02,Missouri,Kansas City (North Kansas City),North Kansas City High School,0,2,0,0,2,JACKSON,29095,6196156,718560.0
2842959,2024-03-01,Ohio,Cleveland (Lyndhurst),Charles F. Brush High School,0,0,0,0,1,CUYAHOGA,39035,11785935,1233088.0
2842603,2024-03-01,Virginia,Alexandria,Lyles-Crouch Traditional Academy,0,0,0,0,0,ALEXANDRIA CITY,51510,8715698,155230.0
2842662,2024-03-01,North Carolina,Wilson,Fike High School,0,0,0,0,0,WILSON,37195,10835491,78970.0
2842890,2024-03-01,Louisiana,Carencro,,1,0,0,0,3,LAFAYETTE,22055,4573749,249750.0
2842517,2024-03-01,North Carolina,Charlotte (Mint Hill),Rocky River High School,0,0,0,0,0,MECKLENBURG,37119,10835491,1163701.0
2845398,2024-03-01,Utah,Layton,Layton High School,0,0,0,0,1,DAVIS,49011,3417734,373207.0
2843075,2024-03-01,Arkansas,Little Rock,Joe T. Robinson High School,0,0,0,0,1,PULASKI,05119,3067732,400009.0
2841708,2024-02-29,Tennessee,Memphis,Hamilton High School,0,0,0,0,1,SHELBY,47157,7126489,910042.0
2841710,2024-02-29,Virginia,Vinton,William Byrd High School,0,0,0,0,1,ROANOKE,51770,8715698,97171.0
2842837,2024-02-29,Texas,Temple,Lake Belton Middle School,0,0,0,0,0,BELL,48027,30503301,393193.0
2842653,2024-02-29,Texas,Midlothian,Midlothian High School,0,0,0,0,1,ELLIS,48139,30503301,222829.0
2841420,2024-02-29,Texas,Houston,KIPP Connect Primary,0,0,0,0,1,HARRIS,48201,30503301,4835125.0
2841234,2024-02-29,South Carolina,Greenville,Tanglewood Middle School,0,0,0,0,1,GREENVILLE,45045,5373555,558036.0
2842499,2024-02-29,North Carolina,Asheville,Asheville Middle School,0,0,0,0,1,BUNCOMBE,37021,10835491,275901.0
2842712,2024-02-29,Florida,Jacksonville,First Coast High School,0,0,0,0,1,DUVAL,12031,22610726,1030822.0
2842874,2024-02-28,Arizona,Buckeye,Youngker High School,0,0,0,0,1,MARICOPA,04013,7431344,4585871.0
2846880,2024-02-28,Oklahoma,Poteau,Poteau High School,0,0,0,0,0,LE FLORE,40079,4053824,49596.0
2875825,2024-02-28,South Carolina,Hilton Head Island,Hilton Head Island School for the Creative Arts,0,0,0,0,0,BEAUFORT,45013,5373555,198979.0
2842167,2024-02-28,Mississippi,Jackson,Peeples Middle School,0,0,0,0,1,HINDS,28049,2939690,214870.0
2840986,2024-02-27,New Jersey,Newark,Weequahic High School,0,0,0,0,1,ESSEX,34013,9290841,851117.0
2839965,2024-02-27,Kentucky,Erlanger,Tichenor Middle School,0,0,0,0,1,KENTON,21117,4526154,171321.0
2843338,2024-02-27,Georgia,Snellville,South Gwinnett High School,0,0,0,0,1,GWINNETT,13135,11029227,983526.0
2840561,2024-02-27,Delaware,Georgetown,Sussex Central High School,0,0,0,0,2,SUSSEX,10005,1031890,263509.0
2848047,2024-02-27,South Carolina,Myrtle Beach,Horry County Adult Education,0,0,0,0,1,HORRY,45051,5373555,397478.0
2840902,2024-02-27,Illinois,Carol Stream,Roy De Shane Elementary School,0,0,0,0,1,DUPAGE,17043,12549689,921213.0
2840993,2024-02-27,Kentucky,Louisville,Pleasure Ridge Park High School,0,0,0,0,0,JEFFERSON,21111,4526154,772144.0
2838533,2024-02-26,Texas,Odessa,Odessa High School,0,1,0,0,1,ECTOR,48135,30503301,164494.0
2838750,2024-02-26,North Carolina,Shelby,Shelby High School,0,0,0,0,0,CLEVELAND,37045,10835491,101378.0
2846429,2024-02-26,South Carolina,Mccormick,South Carolina Governor's School for Agriculture at John de la Howe,0,0,0,0,0,McCormick,45065,5373555,9941.0
2839332,2024-02-26,Arizona,Casa Grande,Vista Grande High School,0,0,0,0,1,PINAL,04021,7431344,484239.0
2839083,2024-02-26,Tennessee,Nashville,Pearl Cohn High School,0,0,0,0,2,DAVIDSON,47037,7126489,712334.0
2840132,2024-02-26,Missouri,Saint Louis,Lutheran North High School,0,0,0,0,1,SAINT LOUIS CITY,29510,6196156,281754.0
2840053,2024-02-25,Illinois,Evanston,Henry and Leigh Bienen School of Music Northwestern University,0,0,0,0,0,COOK,17031,12549689,5087072.0
2836786,2024-02-23,West Virginia,Bluefield,Brushfork Armory,0,1,0,0,0,MERCER,54055,1770071,58057.0
2837275,2024-02-23,Florida,Palmetto,Palmetto High School,0,0,0,0,1,MANATEE,12081,22610726,441095.0
2842713,2024-02-23,Indiana,Portland,Jay School Corporation,0,0,0,0,1,JAY,18075,6862199,20032.0
2837638,2024-02-23,Illinois,Gurnee,Viking Middle School,0,0,0,0,1,LAKE,17097,12549689,708760.0
2838759,2024-02-23,Pennsylvania,Elverson,Twin Valley High School,0,0,0,0,0,CHESTER,42029,12961683,549784.0
2836933,2024-02-23,Kansas,Olathe,Olathe Northwest High School,0,0,0,0,1,JOHNSON,20091,2940546,622237.0
2848911,2024-02-23,Wyoming,Gillette,Campbell County High School,0,0,0,0,1,CAMPBELL,56005,584057,47498.0
2836670,2024-02-22,Tennessee,Memphis,MLK College Preparatory High School,0,0,0,0,2,SHELBY,47157,7126489,910042.0
2835797,2024-02-22,Florida,Fort Lauderdale,Dillard High School,0,0,0,0,1,BROWARD,12011,22610726,1962531.0
2837669,2024-02-22,Georgia,Gainesville,Lanier College and Career Academy,0,0,0,0,1,HALL,13139,11029227,217267.0
2836237,2024-02-22,Ohio,Canal Winchester,Canal Winchester High School,0,0,0,0,1,FRANKLIN,39049,11785935,1326063.0
2836133,2024-02-21,Ohio,Euclid,Euclid Middle School,0,0,0,0,1,CUYAHOGA,39035,11785935,1233088.0
2835989,2024-02-21,Nevada,Las Vegas,Clark High School,0,0,0,0,2,CLARK,32003,3194176,2336573.0
2835770,2024-02-21,Texas,Edinburg,Economedes High School,0,0,0,0,1,HIDALGO,48215,30503301,898471.0
2834976,2024-02-21,Arkansas,Sheridan,Alternative Learning Academy,0,0,0,0,1,GRANT,05053,3067732,18383.0
2839768,2024-02-20,North Carolina,Greensboro,Smith High School,0,0,0,0,0,GUILFORD,37081,10835491,549866.0
2834943,2024-02-20,Michigan,Saginaw,Saginaw High School,0,0,0,0,1,SAGINAW,26145,10037261,187782.0
2834896,2024-02-20,South Carolina,Leesville (Batesburg-leesville),Batesburg-Leesville Middle School,0,0,0,0,1,LEXINGTON,45063,5373555,309528.0
2834793,2024-02-20,Virginia,Richmond,Oak Grove/Bellameade Elementary School,0,0,0,0,0,RICHMOND CITY,51760,8715698,229247.0
2834843,2024-02-20,Texas,Amarillo,Travis Middle School,0,0,0,0,2,POTTER,48375,30503301,114647.0
2836233,2024-02-20,Alabama,Pell City,Pell City High School,0,0,0,0,2,SAINT CLAIR,01115,5108468,95552.0
2833248,2024-02-19,Texas,Mesquite,Pioneer Technology & Arts Academy,0,0,0,1,1,DALLAS,48113,30503301,2606358.0
2834311,2024-02-16,Georgia,Athens,University of Georgia,0,0,0,0,1,CLARKE,13059,11029227,129933.0
2833517,2024-02-16,Louisiana,Lake Charles,Ray D Molo Middle School,0,0,0,0,1,CALCASIEU,22019,4573749,203761.0
2831125,2024-02-16,North Carolina,Ramseur,Eastern Randolph High School,0,0,0,0,0,RANDOLPH,37151,10835491,147458.0
2831226,2024-02-16,Tennessee,Nashville,STEM Prep Academy High School,0,0,0,0,1,DAVIDSON,47037,7126489,712334.0
2830636,2024-02-16,Colorado,Colorado Springs,Alpine Village at UC - Colorado Springs,2,0,0,0,1,EL PASO,08041,5877610,744215.0
2860829,2024-02-16,Wisconsin,Racine,Turning Point Academy,0,0,0,0,1,RACINE,55101,5910955,196613.0
2830288,2024-02-15,Tennessee,Nashville,KIPP Nashville Collegiate High School,0,0,0,0,1,DAVIDSON,47037,7126489,712334.0
2829777,2024-02-15,North Carolina,Fayetteville,Douglas Byrd High School,0,0,0,0,1,CUMBERLAND,37051,10835491,337890.0
2830126,2024-02-15,Pennsylvania,Harrisburg,Central Dauphin East High School,0,0,0,0,1,DAUPHIN,42043,12961683,289234.0
2830793,2024-02-15,South Carolina,Irmo,Dutch Fork High School,0,0,0,0,1,RICHLAND,45079,5373555,425138.0
2830253,2024-02-14,Texas,Lufkin,Lufkin High School,0,0,0,0,0,ANGELINA,48005,30503301,87319.0
2828898,2024-02-14,Georgia,Atlanta,Benjamin E. Mays High School,0,4,0,0,1,FULTON,13121,11029227,1079105.0
2829104,2024-02-14,Maryland,Baltimore,The Stadium School,0,0,0,0,1,BALTIMORE CITY,24510,6180253,565239.0
2831250,2024-02-14,Alabama,Birmingham,Huffman High School,0,0,0,0,0,JEFFERSON,01073,5108468,662895.0
2831238,2024-02-14,Virginia,Charlottesville,Virginia L Murray Elementary School,0,0,0,0,1,ALBEMARLE,51003,8715698,115676.0
2833795,2024-02-14,Oklahoma,Choctaw,Choctaw High School,0,0,0,0,0,OKLAHOMA,40109,4053824,808866.0
2833730,2024-02-13,Washington,Yakima,Davis High School,0,0,0,0,1,YAKIMA,53077,7812880,256643.0
2828035,2024-02-13,Mississippi,Raymond,Raymond High School,0,0,0,0,0,HINDS,28049,2939690,214870.0
2829878,2024-02-13,Texas,Houston,Ponderosa Elementary School,0,0,0,0,0,HARRIS,48201,30503301,4835125.0
2831006,2024-02-13,North Carolina,Raleigh,North Carolina State University,0,0,0,0,0,WAKE,37183,10835491,1190275.0
2827865,2024-02-12,Washington,Burlington,Burlington-Edison High School,0,0,0,0,1,SKAGIT,53057,7812880,131417.0
2858294,2024-02-12,New Mexico,Santa Fe,St Michael’s High School,0,0,0,0,1,SANTA FE,35049,2114371,155956.0
2827841,2024-02-12,Pennsylvania,Philadelphia,Youthbuild Charter School,0,0,0,0,1,PHILADELPHIA,42101,12961683,1550542.0
2826823,2024-02-12,Mississippi,Jackson,College of Liberal Arts,0,0,0,0,0,HINDS,28049,2939690,214870.0
2827029,2024-02-12,Minnesota,Saint Paul,St. Paul Central High School,0,0,0,0,1,RAMSEY,27123,5737915,536075.0
2826727,2024-02-12,Virginia,Chesapeake,Indian River High School,0,0,0,0,1,CHESAPEAKE CITY,51550,8715698,253886.0
2827209,2024-02-12,Ohio,Bedford,Bedford High School,0,0,0,0,1,CUYAHOGA,39035,11785935,1233088.0
2827478,2024-02-12,North Carolina,Raleigh,North Carolina State University - Sigma Nu,0,0,0,0,1,WAKE,37183,10835491,1190275.0
2827855,2024-02-12,Arkansas,Camden (East Camden),Southern Arkansas University Tech / Highland Park Hall,0,1,0,0,1,OUACHITA,05103,3067732,21793.0
2826571,2024-02-11,North Carolina,Raleigh,North Carolina State University,0,0,0,0,1,WAKE,37183,10835491,1190275.0
2865210,2024-02-10,Florida,Labelle,Country Oaks Elementary School,0,0,0,0,2,HENDRY,12051,22610726,43333.0
2825224,2024-02-09,California,Berkeley,Sproul Plaza,0,0,0,0,1,ALAMEDA,06001,38965193,1622188.0
2824414,2024-02-09,Florida,Palm Beach Gardens,William T. Dwyer High School,0,0,0,0,1,PALM BEACH,12099,22610726,1533801.0
2825090,2024-02-09,Georgia,Atlanta (East Point),Tri-Cities High School,1,0,0,0,1,FULTON,13121,11029227,1079105.0
2825092,2024-02-09,Washington,Seattle,Ingraham High School,0,0,0,0,4,KING,53033,7812880,2271380.0
2824296,2024-02-09,Indiana,Elkhart,Jimtown Junior High School,0,0,0,0,1,ELKHART,18039,6862199,206409.0
2823814,2024-02-08,Ohio,Youngstown,East Middle School,0,0,0,0,1,MAHONING,39099,11785935,225596.0
2823618,2024-02-07,Oregon,Eugene,Willagillespie Elementary School,0,0,0,0,2,LANE,41039,4233358,381181.0
2839469,2024-02-07,Texas,Sugar Land,Sugar Mill Elementary,0,0,0,0,0,FORT BEND,48157,30503301,916778.0
2823260,2024-02-07,North Carolina,Pembroke,University of North Carolina at Pembroke,1,0,0,0,1,ROBESON,37155,10835491,117365.0
2907200,2024-02-07,Nevada,North Las Vegas,Eva G Simmons Elementary School,0,0,0,0,1,CLARK,32003,3194176,2336573.0
2833813,2024-02-07,Nevada,Las Vegas,Democracy Preparatory Academy,0,0,0,0,1,CLARK,32003,3194176,2336573.0
2821471,2024-02-06,North Carolina,Huntersville,North Mecklenburg High School,0,0,0,0,0,MECKLENBURG,37119,10835491,1163701.0
2821580,2024-02-06,Pennsylvania,Mechanicsburg,Eagle View Middle School,0,0,0,0,1,CUMBERLAND,42041,12961683,270738.0
2821653,2024-02-06,Ohio,Galloway,Westland High School,0,0,0,0,0,FRANKLIN,39049,11785935,1326063.0
2823298,2024-02-06,Wisconsin,Madison,Edgewood College,0,0,0,0,1,DANE,55025,5910955,575347.0
2821311,2024-02-06,South Carolina,Myrtle Beach,Myrtle Beach Middle School,0,0,0,0,1,HORRY,45051,5373555,397478.0
2821307,2024-02-06,South Carolina,Orangeburg,South Carolina State University,0,0,0,0,1,ORANGEBURG,45075,5373555,82820.0
2822189,2024-02-06,South Carolina,North Charleston,R.B. Stall High School,0,0,0,0,1,CHARLESTON,45019,5373555,424367.0
2820511,2024-02-05,Georgia,Augusta,Lucy C. Laney High School,0,0,0,0,1,RICHMOND,13245,11029227,205414.0
2820278,2024-02-05,Florida,Jacksonville,Beauclerc Elementary,0,0,0,0,1,DUVAL,12031,22610726,1030822.0
2818575,2024-02-02,New York,Rockville Centre,South Side High School,0,0,0,0,1,NASSAU,36059,19571216,1381715.0
2821785,2024-02-02,North Carolina,Wilmington,Rachel Freeman School of Engineering,0,0,0,0,1,NEW HANOVER,37129,10835491,238852.0
2819094,2024-02-02,Washington,Arlington,Arlington High School,0,0,0,0,1,SNOHOMISH,53061,7812880,844761.0
2818997,2024-02-02,Illinois,East Saint Louis,Mason-Clark Middle School,0,0,0,0,1,SAINT CLAIR,17163,12549689,251018.0
2818773,2024-02-02,Arizona,Avondale,La Joya Community High School,0,0,0,0,2,MARICOPA,04013,7431344,4585871.0
2818702,2024-02-01,Pennsylvania,Pittsburgh,Propel Schools - Braddock Hills,0,0,0,0,1,ALLEGHENY,42003,12961683,1224825.0
2818082,2024-02-01,Indiana,Indianapolis,Crispus Attucks High School,0,0,0,0,1,MARION,18097,6862199,968460.0
2829903,2024-02-01,Colorado,Littleton,Arapahoe Community College - Parking Lot B,0,0,0,0,1,ARAPAHOE,08005,5877610,656061.0
2818316,2024-02-01,Mississippi,West Point,West Point High School,0,0,0,0,1,CLAY,28025,2939690,18206.0
2818277,2024-02-01,Florida,Fort Lauderdale (Lauderdale Lakes),Central Charter School,0,0,0,0,1,BROWARD,12011,22610726,1962531.0
2827512,2024-02-01,Michigan,Ann Arbor,University of Michigan - Mary Markley Residence Hall,0,0,0,0,1,WASHTENAW,26161,10037261,365536.0
2816899,2024-02-01,Georgia,Powder Springs,McEachern High School,0,2,0,0,4,COBB,13067,11029227,776743.0
2816815,2024-02-01,South Carolina,Conway,,1,0,0,0,0,HORRY,45051,5373555,397478.0
2817229,2024-02-01,Texas,Uvalde,Morales Junior High School,0,0,0,0,1,UVALDE,48463,30503301,24960.0
2818381,2024-02-01,Florida,Chipley,Chipley High School,0,0,0,0,1,WASHINGTON,12133,22610726,25602.0
2818760,2024-01-31,North Carolina,Wilson,Barton College,0,0,0,0,1,WILSON,37195,10835491,78970.0
2817146,2024-01-31,Texas,Humble,Humble High School,0,0,0,0,2,HARRIS,48201,30503301,4835125.0
2816503,2024-01-31,Tennessee,Nashville,Hunters Lane High School,0,0,0,0,1,DAVIDSON,47037,7126489,712334.0
2816482,2024-01-31,Tennessee,Nashville,Haynes Middle School,0,0,0,0,1,DAVIDSON,47037,7126489,712334.0
2815006,2024-01-30,California,Sacramento,Grant Union High School,0,1,0,0,1,SACRAMENTO,06067,38965193,1584288.0
2818687,2024-01-30,Pennsylvania,Philadelphia,George Washington High School,0,0,0,0,0,PHILADELPHIA,42101,12961683,1550542.0
2815457,2024-01-30,Indiana,Beech Grove,Beech Grove High School,0,0,0,0,1,MARION,18097,6862199,968460.0
2815093,2024-01-30,Alabama,Mobile,LeFlore High School,0,2,0,0,1,MOBILE,01097,5108468,411640.0
2815001,2024-01-30,Minnesota,Minneapolis (Brooklyn Park),Hennepin Technical College,0,0,0,0,1,HENNEPIN,27053,5737915,1258713.0
2819357,2024-01-30,New York,Amsterdam,Amsterdam High School,0,0,0,0,1,MONTGOMERY,36057,19571216,49368.0
2815790,2024-01-30,Washington,Benton City,Benton City High School,0,0,0,0,1,BENTON,53005,7812880,215219.0
2816404,2024-01-30,Tennessee,Murfreesboro,Blackman High School,0,0,0,0,2,RUTHERFORD,47149,7126489,367101.0
2814116,2024-01-29,Florida,Deerfield Beach,Deerfield Beach High School,0,0,0,0,2,BROWARD,12011,22610726,1962531.0
2820633,2024-01-29,North Carolina,Old Fort,Old Fort Elementary School,0,0,0,0,1,MCDOWELL,37111,10835491,44893.0
2825949,2024-01-29,Nevada,Sparks,Greenbrae Elementary School,0,0,0,0,0,WASHOE,32031,3194176,498022.0
2814200,2024-01-29,Michigan,Lansing,Waverly High School,0,0,0,0,1,INGHAM,26065,10037261,284637.0
2815736,2024-01-29,Texas,Austin,John B Connally High School,0,1,0,0,1,TRAVIS,48453,30503301,1334961.0
2814939,2024-01-26,Georgia,Dacula,Dacula High School,0,0,0,0,1,GWINNETT,13135,11029227,983526.0
2812325,2024-01-26,Missouri,Kansas City (Raytown),Raytown High School,0,0,0,0,1,JACKSON,29095,6196156,718560.0
2812264,2024-01-26,Illinois,East Saint Louis,Mason-Clark Middle School,0,0,0,0,1,SAINT CLAIR,17163,12549689,251018.0
2812702,2024-01-26,North Carolina,Ayden,Ayden-Grifton High School,0,0,0,0,1,PITT,37147,10835491,175119.0
2812497,2024-01-26,Alabama,Bessemer (Hueytown),Hueytown High School,0,0,0,0,1,JEFFERSON,01073,5108468,662895.0
2812156,2024-01-26,Florida,Fort Lauderdale,Stranahan High School,0,0,0,0,1,BROWARD,12011,22610726,1962531.0
2815596,2024-01-26,Alabama,Plantersville,Dallas County High School,0,0,0,0,4,DALLAS,01047,5108468,36165.0
2815434,2024-01-26,Tennessee,Johnson City,East Tennessee State University,1,0,0,0,0,WASHINGTON,47179,7126489,138420.0
2811400,2024-01-25,Arizona,Scottsdale,Mountainside Middle School,0,0,0,0,1,MARICOPA,04013,7431344,4585871.0
2811523,2024-01-25,Maryland,Hagerstown,North Hagerstown High School,0,0,0,0,1,WASHINGTON,24043,6180253,155813.0
2811201,2024-01-24,Tennessee,Nashville,Bellshire Elementary School,0,0,0,0,0,DAVIDSON,47037,7126489,712334.0
2810558,2024-01-24,Georgia,Macon,Ballard Hudson Middle School,0,0,0,0,0,BIBB,13021,11029227,156512.0
2819450,2024-01-24,California,Corona,Centennial High School,0,0,0,0,1,RIVERSIDE,06065,38965193,2492442.0
2811161,2024-01-24,Delaware,Wilmington,The John Dickinson School,0,0,0,0,1,NEW CASTLE,10003,1031890,578592.0
2810630,2024-01-24,Maryland,Gambrills,Crofton High School,0,0,0,0,1,ANNE ARUNDEL,24003,6180253,594582.0
2810731,2024-01-23,Arkansas,Jonesboro,Nettleton High School,0,0,0,0,1,CRAIGHEAD,05031,3067732,113993.0
2810261,2024-01-23,Georgia,Augusta,Glenn Hills High School,0,0,0,0,0,RICHMOND,13245,11029227,205414.0
2810899,2024-01-23,California,Tulare,Kings Valley Academy II,0,0,0,0,1,TULARE,06107,38965193,479468.0
2811284,2024-01-23,Tennessee,Memphis,Southwind High School,0,0,0,0,1,SHELBY,47157,7126489,910042.0
2821465,2024-01-22,North Carolina,Goldsboro,Faith Christian Academy,0,0,0,0,1,WAYNE,37191,10835491,118686.0
2811925,2024-01-22,New Jersey,Scotch Plains,Union Catholic High School,0,0,0,0,1,UNION,34039,9290841,572726.0
2808320,2024-01-22,Florida,Vero Beach,Vero Beach High School,0,0,0,0,1,INDIAN RIVER,12061,22610726,169795.0
2808876,2024-01-22,Ohio,Dayton,Wright State University / Cedar Hall,0,0,0,0,1,MONTGOMERY,39113,11785935,533796.0
2921299,2024-01-20,Nevada,Las Vegas,Valley High School,0,0,0,0,1,CLARK,32003,3194176,2336573.0
2818084,2024-01-20,Georgia,Calhoun,Calhoun Middle School,0,0,0,0,1,GORDON,13129,11029227,59757.0
2805172,2024-01-19,Texas,Orange,Little Cypress-Mauriceville High School,0,0,0,0,0,ORANGE,48361,30503301,85722.0
2810495,2024-01-19,New Mexico,Santa Fe,Santa Fe High School,0,0,0,0,0,SANTA FE,35049,2114371,155956.0
2805484,2024-01-19,California,Elk Grove,Cosumnes Oaks High School,0,0,0,0,1,SACRAMENTO,06067,38965193,1584288.0
2808073,2024-01-19,South Carolina,Summerville,Ashley Ridge High School,0,0,0,0,1,DORCHESTER,45035,5373555,169833.0
2804400,2024-01-18,South Carolina,Easley,West End Elementary,0,0,0,0,0,PICKENS,45077,5373555,135495.0
2804627,2024-01-18,Florida,Orlando,University of Central Florida,0,0,0,0,1,ORANGE,12095,22610726,1471416.0
2804817,2024-01-18,Minnesota,Saint Paul,Como Park Elementary School,0,0,0,1,1,RAMSEY,27123,5737915,536075.0
2806817,2024-01-18,Wisconsin,Spring Valley,Spring Valley Middle / High School,0,0,0,0,0,PIERCE,55093,5910955,43026.0
2814061,2024-01-18,New York,Nedrow,Rockwell Elementary,0,0,0,0,0,ONONDAGA,36067,19571216,467873.0
2804437,2024-01-18,South Carolina,Marion,Johnakin Middle School,0,0,0,0,1,MARION,45067,5373555,28508.0
2811775,2024-01-18,Louisiana,Florien,Florien High School,0,0,0,0,2,SABINE,22085,4573749,21906.0
2813893,2024-01-18,South Carolina,Orangeburg,Claflin University,0,0,0,0,0,ORANGEBURG,45075,5373555,82820.0
2804682,2024-01-18,Virginia,Roanoke,William Fleming High School,0,0,0,0,1,ROANOKE CITY,51770,8715698,97171.0
2804326,2024-01-17,Indiana,Gary,Lighthouse College Prep Academy,0,0,0,0,1,LAKE,18089,6862199,500598.0
2803676,2024-01-17,Maryland,Ellicott City,Children's Manor Montessori School - Ellicott City,1,0,0,0,0,HOWARD,24027,6180253,336001.0
2807767,2024-01-17,Maryland,Great Mills,Great Mills High School,0,0,0,0,1,SAINT MARYS,24037,6180253,115281.0
2804863,2024-01-17,North Carolina,Pittsboro,Northwood High School,0,0,0,0,0,CHATHAM,37037,10835491,81624.0
2804339,2024-01-17,South Carolina,Hopkins,Lower Richland High School,0,0,0,0,1,RICHLAND,45079,5373555,425138.0
2839467,2024-01-17,Texas,Sugar Land,Anne Sullivan Elementary School,0,0,0,0,0,FORT BEND,48157,30503301,916778.0
2805151,2024-01-17,Texas,Austin,Grandview Hills Elementary,0,0,0,0,0,TRAVIS,48453,30503301,1334961.0
2803645,2024-01-17,Delaware,Lewes,Cape Henlopen High School,0,0,0,0,2,SUSSEX,10005,1031890,263509.0
2804755,2024-01-17,Florida,Palm Beach Gardens,William T Dwyer High School,0,0,0,0,1,PALM BEACH,12099,22610726,1533801.0
2803448,2024-01-16,California,Perris,Perris High School,0,0,0,0,1,RIVERSIDE,06065,38965193,2492442.0
2808841,2024-01-16,Florida,Hollywood (Miramar),Henry D Perry Education Center,0,0,0,0,1,BROWARD,12011,22610726,1962531.0
2804462,2024-01-15,South Carolina,Conway,Coastal Carolina University,0,0,0,0,1,HORRY,45051,5373555,397478.0
2895167,2024-01-15,Utah,Salt Lake City (Kearns),Kearns High School,0,0,0,0,1,SALT LAKE,49035,3417734,1185813.0
2801318,2024-01-14,Arizona,Tucson,Arizona-Sonora Hall,0,0,0,0,0,PIMA,04019,7431344,1063162.0
2800627,2024-01-12,Ohio,Dayton,Greater Dayton Rec Center at Roosevelt Commons,1,0,0,0,2,MONTGOMERY,39113,11785935,533796.0
2801644,2024-01-12,Oklahoma,Oklahoma City,Hefner Middle School,0,0,0,0,1,OKLAHOMA,40109,4053824,808866.0
2835141,2024-01-12,Wisconsin,Eau Claire,Eau Claire North High School,0,0,0,0,1,EAU CLAIRE,55035,5910955,107903.0
2800745,2024-01-12,South Carolina,Lake City,Lake City High School,0,0,0,0,0,FLORENCE,45041,5373555,137214.0
